"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1087773","test_setup","tests.integration","Fri Sep 27 01:22:44 UTC 2024","passed","Fri Sep 27 01:40:52 UTC 2024","","test_smoke","",""
